uid,psychopathy,machiavellianism,narcissism,openness,conscientiousness,extraversion,agreeableness,neuroticism,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100
2718,3.111111111,3.3,3.333333333,6.5,4.5,6,5,4.5,10,0,0,0,0,0,1,0,2,1.25,4,5,4,0,0,1.633468456,0.602059991,4,0,0,0,41,13.01,81.3,47.15,2.44,1.63,1.63,0,0,0,0,0.81,10.57,8.94,6.5,0,6.5,2.44,8.13,10.57,0.81,0,10.57,1.63,0,0.81,0,0,0,5.69,5.69,0,0,0,0,12.2,3.25,0,0.81,1.63,3.25,0,3.25,0,3.25,1.63,1.63,0,4.07,0,0.81,0,3.25,13.01,1.63,5.69,5.69,0.81,4.07,3.25,0,0,0,0,0,0,1.63,11.38,3.25,2.44,0,0,10.57,0,6.5,2.44,0,3.25,39.84
2719,1.444444444,1.9,2.222222222,6,4.5,5.5,4.5,5,10,0,0,0,0,0,1,0,1,1,10,10,4,0,0.477121255,1.491361694,1,10,1,0,0,11.36,19.2,68.8,31.2,6.4,4.8,4,0,0.8,0,0,1.6,4,11.2,5.6,0.8,7.2,0.8,4,8,2.4,0,1.6,3.2,0,3.2,0,0.8,0,12.8,10.4,2.4,1.6,0.8,0,10.4,0.8,0.8,2.4,2.4,0.8,0.8,1.6,3.2,2.4,0,0.8,1.6,4,1.6,1.6,0.8,0,16.8,4,2.4,11.2,2.4,1.6,0,0.8,0.8,0.8,0,1.6,0,0.8,21.6,0.8,4,0,0,4,0.8,0,0.8,0.8,8.8,42.4
2720,2.111111111,2.7,3.444444444,5.5,3.5,6.5,3.5,3.5,30.1,0,0,0,0,0,5,16,14,3.829268293,82,314,38,0,1.748188027,1.924279286,2.492760389,311,23,0,0,17.61,15.45,63.69,38.67,11.86,9.23,5.38,0.45,2.54,0.6,0.27,2.63,4.63,12.46,7.41,2.63,8.22,0.75,3.77,7.29,3.41,1.67,1.76,2.03,0.24,7.32,0.39,0.21,0.78,6.31,4.48,1.76,0.33,0.69,0.27,10.04,1.49,0.66,1.49,1.58,0.96,0.36,2.81,1.88,2.36,1.2,0.51,0.51,2.21,0.75,0.45,0.75,0.54,10.43,1.64,4.15,4.72,0.9,0.99,2.12,0.48,0.27,0.45,0.15,1.05,0.39,0.24,10.04,2.54,4.93,0.27,1.4,2.51,0.36,0.06,2.78,0.18,20.38,45.79
2721,2.222222222,2.3,2.777777778,6.5,4.5,3,4.5,5.5,,0,0,0,0,0,1,0,2,1.8,5,9,115,0,0.477121255,0.84509804,1,10,0,0,0,20.6,20.87,72.82,42.23,7.77,4.85,4.85,0,0,0,0,2.91,6.31,9.22,4.85,1.46,6.8,0.97,3.4,14.56,2.91,2.43,2.43,2.91,0,4.85,0,0,0.97,2.43,1.46,0.97,0,0,0,9.22,1.94,0.49,0,0.97,0.97,0,2.91,0.97,1.46,0.97,0,0.49,0.97,0,0.97,0,0,21.84,1.94,6.31,13.11,2.91,1.94,2.43,0,0.97,0,0,0.49,0.49,0,6.8,2.91,0.49,0.49,0,1.94,2.91,0,2.43,0,1.94,19.9
2722,3,3.1,2.333333333,6,2,3,3,1,,0,0,0,0,0,2,1,7,2.181818182,11,24,0,0,0,1.491361694,1.380211242,24,0,0,0,7.77,13.69,84.65,47.3,15.35,11.62,7.47,0,3.32,0,0.83,3.73,4.56,17.01,6.64,3.32,12.45,0.41,9.96,6.64,7.47,0.41,1.24,1.24,3.32,9.13,0,0,0,8.3,2.49,5.81,0,4.56,0,17.43,4.98,1.66,2.07,2.07,0,0.41,1.24,5.39,2.07,0,0.41,0.83,7.05,2.9,1.24,4.56,0.83,9.13,0.41,2.49,7.88,2.07,0.41,1.24,0.41,0,0,0.41,0.83,0,0.41,9.96,0.83,0.41,0,0,5.39,0,0,2.07,0.41,0.83,20.33
2723,1.444444444,2.2,2.444444444,6.5,3,5,6,5,13.01,0,0,0,0,0,2,0,2,1.2,10,12,4,0,0.77815125,1.748188027,1.041392685,11,2,0,0,26.33,18.99,67.51,41.35,10.97,5.91,2.11,0,2.95,0.84,0,5.06,3.38,12.66,8.44,3.8,5.91,0.84,2.95,8.86,5.91,1.69,2.95,2.11,0,7.59,0.42,0,0,3.8,2.95,0.84,0,0,0.84,14.35,1.27,1.69,0.84,2.53,0.42,1.69,2.95,1.27,2.11,0,1.69,0.42,2.11,0,0.42,0,1.69,10.97,2.11,3.8,5.06,2.53,0.42,0.84,1.27,0,0,0,0,0.84,0,11.81,1.69,6.33,0,0,1.69,0,0.84,2.11,0.42,16.46,41.77
2724,1.555555556,3.1,2.111111111,6.5,3.5,6,4.5,4,12.04,0,0,0,0,0,3,2,12,2.206896552,29,64,67,0,0.698970004,1.51851394,1.806179974,64,1,0,0,10.6,20.04,71.05,42.42,10.5,6.57,3.82,0.11,2.12,0.42,0.11,3.92,5.83,13.36,8.7,1.8,9.23,1.17,2.76,10.71,3.5,2.12,1.8,3.5,0.11,6.04,0.53,0,0.64,6.15,4.03,2.12,0.64,0.64,0.42,11.45,1.38,1.17,1.06,2.76,0.85,0.85,2.76,1.38,1.59,0.53,0.42,0.32,3.29,1.8,0.53,0.42,0.74,11.56,1.8,4.67,5.62,1.27,2.12,1.91,0.32,0.74,0.53,0.11,0.85,0.21,0.11,8.27,4.03,2.65,0.11,2.33,4.45,1.59,0.21,3.92,0.32,10.07,38.28
2725,1.666666667,3.1,2,6.5,4,2,5.5,4.5,26.73,0,0,0,0,0,2,3,9,2.375,64,152,157,0,1.653212514,2.152288344,2.164352856,146,4,0,0,18.52,22.52,71.24,41,9.12,5.56,3,0.36,1.4,0.56,0.24,3.56,5.68,10.88,5.72,2.44,6.8,0.52,3.36,11.68,4.08,1.48,2.48,1.04,0.04,6.68,0.16,0.12,0.8,6.2,4.56,1.64,0.4,0.48,0.36,12.92,1.6,1.48,1.36,2.52,0.92,0.32,3.04,2.52,2.68,1.36,0.88,0.32,1.32,0.2,0.44,0.28,0.4,12.76,1.28,5.68,5.92,1.84,1.6,4,0.32,0.56,0.4,0.04,0.2,0.04,0.28,6.52,2.56,3.04,0,0.64,2.64,1.96,1.04,2.76,0.24,13.2,34.88
2726,2.444444444,3,2.444444444,5,3.5,3.5,3.5,6,31.88,0,0,0,0,1,16,36,21,6.115384615,78,477,33,0,1.380211242,2.100370545,2.6599162,457,29,0,0,19.72,21.28,60.26,34.67,9.83,6.5,3.12,0.43,1.59,0.89,0.47,3.33,4.03,11.95,6.79,2.36,7.88,0.67,3.18,7.88,2.7,1.66,1.91,2.03,0.16,7.04,0.36,0.16,0.46,6.51,4.37,2.08,0.23,0.67,0.59,10.24,1.57,1.23,1.57,2.03,1.23,0.43,1.43,2.12,2.22,1.06,0.52,0.53,2.08,0.61,0.76,0.43,0.34,9.15,1.14,4.03,4.03,1.85,1.44,1.19,0.47,1.12,0.18,0.1,0.48,0.26,0.23,14.08,1.85,4.37,0.28,1.95,1.79,1.09,1.81,2.99,0.36,17.75,48.76
2727,1,1.5,1.888888889,7,6.5,6.5,7,1,26.11,0,0,0,0,0,9,16,17,4.593220339,59,271,20,1,1.707570176,2.444044796,2.423245874,265,1,0,0,16.07,23.02,65.71,39.41,12.47,10.17,3.4,0.4,4.81,1.04,0.52,2.3,4.47,13.79,8.24,2.73,8.98,1.1,4.78,7.81,3.06,0.92,1.59,1.04,0.09,11,0.37,0.09,0.98,9.01,7.51,1.5,0.18,0.4,0.55,8.58,1.13,0.55,1.81,1.84,0.95,0.34,1.59,1.41,3.71,1.9,0.74,0.49,2.51,0.77,0.46,0.64,0.74,8.7,1.23,3.92,3.49,0.98,1.1,1.26,0.34,0.15,0.28,0.12,0.4,0.28,0.15,12.14,3.92,1.04,0.03,0.77,0.4,0.21,0.06,2.82,0.09,21.97,43.64
2728,1.666666667,3,2.333333333,3.5,6.5,2,5,5,10,0,0,0,0,0,1,0,1,1,3,3,0,0,0,1.361727836,0.477121255,3,4,0,0,7.17,23.26,83.72,51.16,23.26,11.63,9.3,0,2.33,0,0,11.63,4.65,16.28,6.98,0,11.63,0,11.63,11.63,6.98,0,0,0,0,2.33,0,0,0,4.65,4.65,0,0,0,0,11.63,0,6.98,0,0,0,2.33,2.33,0,4.65,4.65,0,0,2.33,0,2.33,0,0,4.65,0,2.33,2.33,9.3,2.33,0,0,9.3,0,0,0,0,0,6.98,0,0,0,6.98,0,0,0,4.65,0,9.3,27.91
2729,1.444444444,2,1.666666667,4,7,3,4.5,5,14.29,0,0,0,0,0,2,1,6,1.862068966,29,54,60,0,1.380211242,2.250420002,1.740362689,55,1,0,0,19,22.11,75.34,45.56,12.48,6.47,4.06,0.3,1.8,0.15,0.15,6.02,5.86,13.83,9.17,2.11,9.47,0.45,4.21,10.53,3.91,1.5,2.26,0.9,0.3,7.07,0,0,1.05,7.22,4.81,2.41,0.15,1.2,0.3,12.93,1.95,1.5,1.95,2.41,1.5,0.6,2.11,2.56,2.26,0.6,0.75,0.6,4.06,0.45,1.65,0.9,1.2,11.73,1.35,4.36,6.32,1.35,1.65,2.56,0.45,0.3,0.3,0,0.9,0,0.3,7.37,1.5,4.36,0.15,1.5,4.21,0.6,1.2,4.36,0,11.88,38.35
2730,2.111111111,2.7,3,6,3.5,6,6,4,22.72,0,0,0,0,0,5,15,17,3.5625,80,285,35,0,1.255272505,1.785329835,2.437750563,274,3,0,0,23.3,20.28,58.77,34.93,9.1,5.69,2.08,0.86,2.18,0.27,0.29,3.41,5.05,10.11,5.96,1.35,7.04,0.98,3.09,9,2.48,1.23,1.45,1.91,0.12,7.14,0.22,0.05,0.49,6.77,5.37,1.37,0.07,0.74,0.22,9.22,1.18,0.93,1.25,1.42,1.05,0.49,2.06,1.47,2.33,0.91,0.83,0.47,1.57,0.49,0.32,0.44,0.44,10.42,1.35,4.37,4.86,1.08,1.08,1.72,0.29,0.39,0.22,0.29,0.69,0.15,0.17,16.19,1.72,7.51,0.02,1.55,8.19,0.61,0.56,2.55,0.32,15.87,56.9
2731,2.111111111,3.6,3.888888889,7,5.5,2,4,1,21.05,0,0,0,0,0,2,4,8,2.75,60,165,59,0,1.176091259,1.477121255,2.190331698,155,9,0,0,16.29,21.71,63.75,37.25,6.69,3.68,2.49,0.26,0.61,0.16,0.16,3,6.85,8.47,5.01,1.52,5.49,0.65,3.13,11.28,3.1,0.84,2.62,1.78,0,4.01,0.19,0.06,0.52,4.43,3.55,0.84,0.16,0.32,0.19,10.95,2.04,0.94,1.03,1.74,1.42,0.32,2.46,1.58,3.17,1.74,0.48,0.61,1.78,0.48,0.26,0.29,0.74,12.63,1.16,5.95,5.53,2.23,2.52,2.75,0.23,0.55,0.26,0.1,0.42,0.23,0.16,12.86,3.91,4.78,0.16,0.48,0.45,1.55,2.04,2.2,0.32,12.15,41.2
2732,1.888888889,3.5,2.666666667,5,7,5,2.5,5.5,15.06,0,0,0,0,0,2,1,6,1.596153846,52,83,0,0,0.602059991,1.414973348,1.903089987,80,4,0,0,15.5,19.91,74.47,44.7,11.98,7.1,4.06,0.18,2.03,0.18,0.65,4.88,4.52,12.44,7.93,2.58,7.74,1.01,4.61,11.71,4.98,1.11,1.84,1.11,0,6.08,0.18,0,0.55,8.66,5.71,2.76,0.37,1.01,0.55,12.72,1.29,0.65,1.66,2.03,1.01,0.92,3.78,2.12,3.32,1.2,0.65,0.83,3.04,1.11,0.46,0.65,0.83,12.26,2.21,4.79,5.25,1.75,3.32,1.84,0.28,0.37,0.09,0,0.92,0.18,0.37,9.49,2.12,2.03,0,0.55,1.84,0.18,1.11,2.12,0.37,11.71,31.61
2733,1.222222222,2.1,2.444444444,6.5,5.5,6.5,6,1.5,15.9,,,,,,,,,,,,142,0,1.146128036,1.986771734,1.568201724,37,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,1.444444444,2.2,2.666666667,4.5,6.5,6.5,3.5,2,10,0,0,0,0,0,2,0,2,1.181818182,11,13,4,0,0.698970004,1.342422681,1.113943352,13,2,0,0,22.7,16.3,83.7,50.22,13.22,9.69,3.96,0.44,3.96,0,1.32,3.52,5.73,12.78,7.93,3.52,7.93,0.44,4.85,11.45,6.61,1.32,1.76,3.52,0,8.37,0,0,0.88,9.69,7.49,2.2,0.44,1.32,0,13.22,2.64,1.76,1.32,2.2,0.88,0.44,2.64,2.64,3.52,2.64,0,0.44,3.52,0.88,0.44,0,2.2,12.78,1.32,3.96,7.05,2.2,2.64,0.88,1.76,0,0,0,0.44,0,0,4.85,1.76,2.64,0.44,0.44,9.69,0.88,0.88,2.2,0.44,3.96,29.52
2735,2.222222222,2.9,2.444444444,6,4.5,4.5,4,2,35.98,,,,,,,,,,,,128,0,1.113943352,1.681241237,3.003891166,1009,28,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,1.666666667,3.8,2.888888889,4.5,4,6,4,7,10.08,0,0,0,0,0,2,1,6,1.916666667,24,46,4,1,0.84509804,1.84509804,1.662757832,46,0,0,0,17.76,26.79,52.88,27.06,5.77,3.43,0.69,0.69,1.65,0,0.41,2.34,4.4,7.55,3.85,1.65,4.53,0.82,2.61,6.73,2.88,1.1,1.65,2.47,0.27,5.91,0.55,0.14,0.41,4.95,3.98,0.96,0.14,0.82,0.14,10.71,2.75,1.79,0.41,1.79,1.24,0.27,2.34,1.1,3.3,1.65,0.82,0.55,1.51,0.55,0.14,0.55,0.55,9.07,0.96,3.43,5.08,1.65,1.24,2.06,0.14,0.55,1.24,0,0.41,0.14,0.41,13.46,2.2,9.2,0,0.82,1.51,3.16,0.96,1.65,0.55,19.64,53.71
2737,1.888888889,3,3.333333333,4,7,5,4,1,19.33,0,0,0,0,0,2,2,8,2.444444444,27,66,74,1,1.707570176,2.204119983,1.826074803,67,1,0,2,12.88,26.5,24.58,11.13,1.52,1.12,0.32,0.32,0.24,0,0.24,0.4,1.36,4.24,2.48,0.72,3.36,0.16,0.56,3.68,0.64,0.16,0.72,2.08,0,2.8,0,0,0.24,2.64,2.24,0.4,0,0.16,0,3.68,0.8,0.88,0.4,0.24,0.32,0.16,0.8,0.16,0.48,0.32,0,0.16,0.4,0.08,0.24,0,0.08,4.4,0.56,1.84,1.76,1.84,1.68,0.72,0.32,1.36,0.16,0.32,0.16,0.48,0,12.25,1.6,4.72,0,0.88,2,0.8,0.96,0.72,0.4,13.69,38.67
2738,1.777777778,2.2,2.333333333,6,4,5.5,2,6,21.79,0,0,0,0,0,2,0,5,1.697674419,43,73,75,0,0.903089987,1.643452676,1.851258349,71,3,0,0,10.3,17.68,79.62,49.44,12.98,9.32,5.89,0.48,2.23,0.16,0.56,3.66,6.69,14.09,7.8,3.42,9.08,0.8,4.86,11.54,4.38,1.35,2.55,1.43,0.08,7.56,0.32,0.08,0.88,6.53,4.62,1.91,0.32,0.56,0.4,15.76,2.15,0.72,1.43,1.99,1.99,0.88,4.38,2.23,2.07,1.04,0.32,0.48,3.66,1.19,0.32,1.35,0.96,15.61,2.47,6.61,6.77,1.51,1.11,2.31,0.8,0.64,0.4,0.16,0.08,0.16,0.32,10.83,2.47,1.11,0,1.11,2.63,0.24,0.32,2.15,0.24,3.9,25.24
2739,2.444444444,2.8,3.111111111,6,4.5,5.5,6.5,1.5,,,,,,,,,,,,,160,0,2.23299611,3.195068996,2.670245853,468,35,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,2.333333333,2.4,3,6,4.5,5.5,4.5,3.5,,,,,,,,,,,,,0,0,1.462397998,1.934498451,2.442479769,277,19,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,1.777777778,3.3,2.777777778,6,5,5,5.5,5,10,0,0,0,0,0,1,0,1,1,1,1,4,0,0.602059991,1.568201724,0,1,1,0,0,8.5,41.18,47.06,23.53,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,5.88,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,17.65,11.76,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,11.76,0,5.88,0,0,0,0,0,0,0,0,17.65,0,11.76,0,0,0,0,0,5.88,0,23.53,58.82
2742,1.888888889,3.3,2.222222222,4.5,4,1,4.5,6,10,0,0,0,0,0,1,0,1,1,5,5,4,0,0,1.204119983,0.698970004,5,0,0,0,11.5,20.65,52.17,28.26,10.87,9.78,8.7,0,1.09,0,0,1.09,3.26,10.87,5.43,1.09,7.61,0,3.26,4.35,2.17,0,0,0,0,5.43,0,0,0,10.87,10.87,0,0,0,0,6.52,1.09,2.17,2.17,0,0,0,1.09,0,0,0,0,0,2.17,2.17,0,0,0,3.26,0,3.26,0,3.26,1.09,1.09,0,4.35,0,0,0,1.09,0,7.61,2.17,6.52,0,0,7.61,2.17,0,1.09,0,29.35,56.52
2743,1.888888889,2.2,3,5.5,5.5,4,4,5.5,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,2,3.6,2.555555556,5.5,7,1.5,4,2,10,0,0,0,0,0,1,0,1,1,1,1,4,0,0,0.301029996,0,1,0,0,0,16,12.5,87.5,43.75,12.5,6.25,0,0,6.25,0,0,6.25,6.25,18.75,6.25,12.5,6.25,0,12.5,6.25,0,0,0,6.25,0,6.25,0,0,0,25,25,0,0,0,0,6.25,0,0,0,0,0,0,0,6.25,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,6.25,0,0,0,0,12.5,0,0,0,0,12.5,31.25
2745,1.444444444,3.4,2.555555556,6,4,3.5,5,3.5,10.15,0,0,0,0,0,1,0,2,1.2,5,6,0,0,0,1.806179974,0.77815125,6,1,0,0,7.78,30,51.43,38.57,8.57,2.86,0,0,2.86,0,0,5.71,2.86,10,10,4.29,5.71,0,8.57,1.43,5.71,0,1.43,2.86,0,7.14,0,0,1.43,1.43,1.43,0,0,0,0,7.14,0,0,0,1.43,2.86,0,2.86,0,0,0,0,0,1.43,0,1.43,0,0,10,0,1.43,10,1.43,0,1.43,0,0,0,1.43,0,1.43,1.43,21.43,0,5.71,0,0,4.29,5.71,0,1.43,0,25.71,64.29
2746,1.333333333,2.5,3.666666667,6.5,4,5.5,6,1.5,19.82,0,0,0,0,0,4,7,15,3.710526316,38,141,71,0,1.431363764,1.924279286,2.130333768,135,0,0,0,8.39,16.29,76.71,50.28,15.83,9.89,5.99,0.46,2.28,0.71,0.46,5.94,4.62,13.75,9.64,2.28,9.49,1.01,6.09,9.23,4.87,2.03,3.09,2.23,0.25,8.17,0.3,0.46,0.81,7.56,5.43,2.03,0.25,0.91,0.25,13.24,1.83,1.12,1.42,2.44,1.17,0.51,3.04,2.79,2.38,1.01,0.76,0.36,1.83,0.46,0.15,0.56,0.91,10.81,1.27,4.11,5.48,1.32,1.47,1.17,0.3,0.2,0.91,0.1,2.28,0.41,0.3,11.67,2.99,1.47,0.2,1.42,4.01,0.3,0.2,4.26,0.76,8.07,36.12
2747,1.222222222,2.4,1.777777778,6,7,1.5,6,2.5,20.21,0,0,0,0,0,2,1,6,2.058823529,68,140,73,0,1.230448921,1.785329835,2.127104798,134,5,0,0,11.57,20.91,69.83,39.72,12.47,7.8,4.04,0.98,1.88,0.49,0.42,4.67,4.04,13.8,7.87,2.79,9.13,0.84,3.76,8.71,2.93,1.53,1.39,1.46,0,8.15,0.21,0.28,0.7,6.83,5.16,1.39,0.56,0.21,0.14,10.94,1.88,1.39,1.32,2.23,0.7,0.35,2.16,1.88,2.72,1.11,0.98,0.56,2.37,0.84,0.28,0.42,0.84,9.2,1.32,3.97,3.76,1.05,1.32,1.95,1.6,1.25,1.11,0.07,1.11,0.42,0.07,9.62,2.16,5.37,0.07,2.79,2.3,1.95,0.56,3.14,0.42,17.77,47.87
2748,2.111111111,2.7,3.444444444,5,2.5,6.5,4.5,5,17.06,0,0,0,0,0,3,9,11,3.146341463,82,258,110,0,1.462397998,1.982271233,2.403120521,253,0,0,0,11.59,18.6,68.87,39.2,10.33,7.09,5.38,0.25,0.85,0.41,0.19,3.24,4.48,10.52,6.32,1.7,6.98,0.88,4.26,10,3.52,1.46,2.45,2.06,0.19,5.36,0.14,0.55,0.71,6.18,4.34,1.84,0.27,0.55,0.49,10.22,1.54,0.96,1.07,1.98,1.4,0.33,2.12,1.54,2.58,1.18,0.6,0.71,2.39,0.74,0.77,0.44,0.49,14.04,1.68,5.55,7.17,1.73,1.32,2.97,0.74,0.44,0.22,0.27,0.6,0.3,0.44,8.96,3.16,3.35,0.3,0.82,2.28,0.66,1.48,3.08,1.1,10.52,36.98
2749,2.666666667,3.2,2.777777778,6,6,2.5,4.5,2,,,,,,,,,,,,,4,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,2,3.7,2,7,5.5,3,4.5,5.5,,0,0,0,0,1,20,38,33,7.969230769,65,518,48,0,1.230448921,1.672097858,2.678518379,477,21,0,0,19.26,17.02,66.6,42.83,14.08,10.22,6.96,0.11,2.57,0.43,0.16,3.85,3.8,12.26,7.98,1.23,9.64,0.75,4.87,7.28,5.51,1.55,2.09,1.23,0.05,6.8,0.05,0.16,0.7,4.82,3.16,1.66,0.27,0.48,0.37,11.46,2.25,1.28,0.86,1.66,1.12,0.11,2.57,1.93,3.21,1.23,1.02,0.64,2.68,1.28,0.48,0.48,0.48,9.64,1.39,4.23,4.55,0.75,0.96,1.55,0.37,0.59,0.11,0.16,0.75,0.21,0.64,8.14,2.73,2.94,0.48,0.59,1.34,0.86,0.21,3.32,1.45,14.24,37.69
2751,1.444444444,1.7,2.555555556,7,7,6,4.5,5.5,10.65,0,0,0,0,0,2,0,2,1.133333333,15,17,0,0,0.602059991,1.342422681,1.230448921,17,1,0,0,11.1,24.53,61.49,34.78,8.39,6.21,3.42,0.62,1.24,0.62,0.31,2.17,3.73,6.83,4.04,1.86,4.04,0.62,3.42,10.56,0.93,0.62,3.73,1.55,0,7.76,0.93,0,0.31,7.14,6.83,0.31,0,0,0,7.14,0.31,0.62,1.55,0.93,0.93,0.31,0.93,1.55,4.35,2.17,0.62,0.93,1.86,0.62,0.93,0,0.31,12.73,1.24,6.83,4.35,0.62,1.86,1.86,0,1.24,0,0,0,0,0,13.98,1.55,4.04,0.31,1.24,1.86,3.42,0.62,0.93,0.31,16.15,45.03
2752,2.222222222,3.8,2.888888889,6,4.5,2.5,4.5,5.5,10,,,,,,,,,,,,0,0,0.301029996,1.568201724,0.301029996,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,2.222222222,3.4,2.666666667,4,5.5,2.5,4,4.5,12.59,0,0,0,0,0,2,2,6,1.958333333,48,94,0,1,0.77815125,1.84509804,1.977723605,95,1,0,0,12.91,17.41,73.18,43.98,11.33,7.49,3.01,1.02,2.37,0.7,0.38,3.84,6.27,11.27,6.91,1.73,8.39,0.64,3.59,10.95,4.1,1.79,2.43,1.86,0.26,8.51,0.45,0.06,0.83,6.27,4.16,2.11,0.32,0.9,0.45,12.42,1.86,1.41,0.96,2.11,1.15,0.32,3.52,1.86,2.37,0.83,0.64,0.83,2.11,0.9,0.26,0.96,0.26,13.96,2.88,6.02,4.99,1.09,1.79,1.66,0.96,0.83,0.19,0.38,0.64,0.13,0.26,11.2,2.88,2.94,0.19,1.15,4.74,0.45,1.15,3.07,0,7.94,35.85
2754,2.222222222,3,1.777777778,5.5,3,5.5,4.5,2,14.94,0,0,0,0,0,2,0,4,1.266666667,30,38,12,0,1.041392685,1.544068044,1.568201724,37,0,0,0,13.34,17.56,76.66,46.04,9.85,6.21,4.28,0.21,1.07,0.43,0.21,3.64,6.64,14.78,8.14,2.14,10.49,0.86,5.57,11.13,3.64,1.71,3,2.14,0,4.07,0,0.43,0,5.35,4.07,1.28,0,0.21,0.21,13.7,1.5,1.71,1.28,2.78,1.71,0.86,2.36,2.78,3.85,1.93,0.43,0.64,2.36,0.86,0.21,0.21,1.07,14.35,2.57,4.28,7.28,2.14,2.36,1.93,0.21,0.86,0.21,0.21,0.64,0,0,3.64,2.78,2.57,0,1.71,8.35,0,0,2.36,0,9.64,32.33
2755,2.111111111,3.5,3.222222222,6,5,6,6.5,4,10.26,0,0,0,0,0,2,0,5,1.64,25,41,58,0,0.477121255,1.230448921,1.612783857,41,0,0,0,14.91,16.87,71.54,42.89,11.18,7.32,3.25,0.61,2.85,0.41,0.2,3.86,3.25,11.99,7.52,2.24,7.93,0.61,4.47,10.57,3.66,1.42,3.05,1.42,0.2,6.3,0.2,0.2,0.41,6.91,4.88,2.03,0.41,0.41,0.61,11.18,2.24,1.83,0.81,2.24,1.22,0.2,1.83,1.83,4.67,1.22,1.02,1.42,1.83,0.61,0.41,0,0.81,12.4,1.63,5.49,5.89,1.42,1.42,2.24,0.61,1.63,1.02,0,0.81,0.2,0.61,4.67,1.83,3.46,0.2,2.24,3.25,3.46,0,1.22,0.41,8.74,31.91
2756,2.111111111,3,2,5,3,2.5,3.5,3,36.11,0,0,0,0,0,2,1,7,2.05,20,41,81,0,1,1.707570176,1.612783857,41,0,0,0,20.08,24.38,61.6,33.55,9.57,5.77,2.62,0.39,1.97,0.26,0.52,3.8,3.93,9.83,5.37,2.75,5.24,1.05,1.7,8.39,3.01,1.18,1.44,1.57,0.13,8.13,0.52,0,0.92,5.64,3.15,2.49,0.66,0.92,0.13,11.27,1.83,1.44,1.05,1.7,1.05,0.79,2.1,2.62,2.62,0.92,1.31,0.39,2.49,0.26,1.44,0.92,0,7.99,1.44,3.67,3.28,4.98,1.44,0.52,0,0.52,0.39,0,0.39,0.13,0.52,11.8,1.97,7.73,0,1.18,0.52,0.79,1.31,2.49,0,18.35,46.13
